group,count,safe_completion,task_success,regret,unsafe_rate,slip_rate,damage_rate,alias_rate,abstain_rate,certificate_precision,certificate_recall,boundary_f1,irreducible_score,hidden_need
negative_control,81744,0.8070172744306459,0.8852315385919581,0.09010240581266375,0.07857742311495415,0.11092133463837377,0.09221105979868946,0.37037377064117005,0.06025154327667996,0.7074980058692388,0.17476923076920256,0.2706196259957773,0.03883822998250741,0.18591510381207174
physically_relevant,154128,0.6039690868269828,0.7274174976225831,0.30946781346683633,0.1912829194251419,0.1911406575424502,0.14597256150713514,0.6149088518202553,0.0878955069016887,0.6701766841002883,0.1981567294150131,0.2766654677451302,0.23600220111235612,0.6920665800115602
