controller,mask,count,safe_completion,task_success,regret,unsafe_rate,slip_rate,damage_rate,alias_rate,abstain_rate,certificate_precision,certificate_recall,boundary_f1,irreducible_score,hidden_need
abstract_history_summary,full_state,2268,0.8786680037235763,0.952382442630389,0.04938560988722592,0.0293366249362274,0.052914071158486106,0.0827929621739546,0.13673074668489107,0.06906942862154991,0.6945478499877241,0.205331792978585,0.31452591133400504,0.062498187727241056,0.5166542959319144
abstract_history_summary,no_hidden_physics,2268,0.6627111417867922,0.7662419948931922,0.250780722666896,0.13489598417874477,0.195114802224245,0.11322613843624148,0.6547364376700587,0.08620942024757869,0.682119682550447,0.21378206118307655,0.32079440924013086,0.15750922778283324,0.5166542959319144
abstract_history_summary,overcompressed_latent,2268,0.6404551745553249,0.745328695466195,0.2766595097059066,0.14473073850255877,0.18600583640444754,0.11361934878706537,0.7256284219797705,0.08643087666285089,0.680354898173001,0.2147102422346516,0.3213932694732591,0.15873681323334393,0.5166542959319144
abstract_history_summary,random_feature_hash,2268,0.6087805226631505,0.7174131288015646,0.3090895692076736,0.16110799621742772,0.2023875579784834,0.11712814378912127,0.8091319297065798,0.08840703309274081,0.678119948947612,0.21524563850353529,0.32161489164219104,0.16969111716843197,0.5166542959319144
abstract_history_summary,task_object,2268,0.7466622923273968,0.8386492422200572,0.16757783288223496,0.08993191522696846,0.1528084809881012,0.10241054651676315,0.43393503771385467,0.08011806937007818,0.6874454876628181,0.2102810509317321,0.3183298143636108,0.12374342469247643,0.5166542959319144
abstract_history_summary,task_only,2268,0.6880676754391396,0.7872378614176769,0.2257652800564064,0.1180828402659863,0.18879870957095926,0.11009020976134368,0.5632263705037791,0.08444326246094706,0.6843430343868889,0.21238857660513114,0.3198414917852224,0.1477189961496197,0.5166542959319144
abstract_history_summary,visible_history,2268,0.797917098737849,0.8837290659262963,0.11834581261828675,0.06687774682445172,0.11806319652427773,0.09572780962382248,0.3179102220626139,0.07635434607689379,0.6902303758298517,0.20839254890328218,0.3169252736823404,0.10288021353291735,0.5166542959319144
abstract_history_summary,visible_plus_contact,2268,0.8410372782766449,0.9207322072258008,0.08263062581486874,0.047297035374723954,0.07253100845837569,0.08895505284805853,0.231057419616487,0.07253992350656302,0.6922931760418103,0.2069007066679164,0.31576902194474793,0.08173596425170426,0.5166542959319144
abstract_nearest_regime,full_state,2268,0.831794322858764,0.8996533880449672,0.11049255498127297,0.09631273135953733,0.08582685875957057,0.13018197202374285,0.21837483223281187,0.04447541785025541,0.6874392087058542,0.15817687277453732,0.256643608311957,0.1252157640608613,0.5166542959319144
abstract_nearest_regime,no_hidden_physics,2268,0.6150366269870737,0.713873546007757,0.3137406135372644,0.2095973857897113,0.2291855086375804,0.16104651920191193,0.7222809539078706,0.05345148845817809,0.6801422017085836,0.16295518814508203,0.26156944789961967,0.21643599381617235,0.5166542959319144
